sample_id,dataset,emotion,split,pitch_mean,pitch_std,voiced_ratio,rms_mean,rms_std,zcr_mean,zcr_std,pause_ratio,pause_count,speaking_continuity
s009740,TESS,angry,train,253.90382844111846,35.08126888840081,0.5714285714285714,0.08129365673781165,0.07210646669583656,0.2776036982913669,0.225275199039648,0.05797101449275366,1,0.9420289855072463
s002930,CREMA-D,angry,train,221.65826618542573,71.56999030896023,0.8032786885245902,0.13115334633953316,0.1052279422967217,0.0857760847107438,0.07726071790786784,0.0,0,1.0
s007760,CREMA-D,angry,train,85.33196741276618,12.25556782744601,0.4470588235294118,0.03243693371424617,0.04095361954611147,0.12216854659763314,0.11428759715579101,0.13095238095238093,2,0.8690476190476191
s006211,CREMA-D,angry,train,201.65184923072613,47.77519447437511,0.6938775510204082,0.174362648895356,0.15620362869026866,0.1241845199742268,0.059304855966260006,0.0,0,1.0
s006495,CREMA-D,angry,train,137.95280214553983,23.943305181492967,0.703125,0.09329471476667095,0.06756567328315524,0.0654144287109375,0.05676531836899131,0.0,0,1.0
s007767,CREMA-D,angry,train,98.11629304892,13.353073475052566,0.4153846153846154,0.0793258575650935,0.06819935513157067,0.1314978966346154,0.15362526092719453,0.09244380247359396,1,0.907556197526406
s001554,CREMA-D,angry,train,236.09417400508377,74.0167132687425,0.7446808510638298,0.11061043432483109,0.10434522987089163,0.0968792002688172,0.04461989225667864,0.08695652173913049,1,0.9130434782608695
s007111,CREMA-D,angry,train,376.2906046778539,49.51176672360433,0.7543859649122807,0.10037273195349669,0.08764176675274665,0.13932003595132744,0.06654344349807499,0.0357142857142857,1,0.9642857142857143
s009721,TESS,angry,train,268.7925982711543,25.028388737605844,0.5283018867924528,0.10210140920632209,0.09312685913004855,0.278515625,0.26357872858693365,0.038461538461538436,1,0.9615384615384616
s004325,CREMA-D,angry,test,154.66307121792642,40.179357273841596,0.4782608695652174,0.10009406805983272,0.10695365150192399,0.07701398324275362,0.040834468547481156,0.0,0,1.0
s004697,CREMA-D,angry,test,144.49517497466962,24.57270853711518,0.5287356321839081,0.0947110497542582,0.09246043598664129,0.07309065193965517,0.05045667840100997,0.0,0,1.0
s002999,CREMA-D,angry,train,199.53280736325004,22.533880123077417,0.6666666666666666,0.12225494309719923,0.09368523771497651,0.13988196331521738,0.15960205045505677,0.0,0,1.0
s007864,CREMA-D,angry,validation,160.84056208497324,62.455430892706744,0.8181818181818182,0.07881770248591803,0.06608401114718052,0.08356311274509803,0.06110615659036221,0.0,0,1.0
s004721,CREMA-D,angry,test,126.28218590334806,15.217620117363387,0.4897959183673469,0.0553872363976179,0.0637792674415456,0.09906350160256411,0.08525438013963674,0.010309278350515427,0,0.9896907216494846
s008064,CREMA-D,angry,test,133.76140004394014,18.62143646021133,0.4875,0.07242517894625945,0.06746329495711179,0.14977643474842767,0.15923397768886172,0.10126582278481011,2,0.8987341772151899
s007766,CREMA-D,angry,train,109.3587226920592,14.413382752496567,0.5773195876288659,0.07568585666118509,0.07183441272503177,0.17254290803108807,0.18850682409887584,0.07291666666666663,3,0.9270833333333334
s009849,TESS,angry,train,256.07085911045357,35.79575341665931,0.5652173913043478,0.08446726812573191,0.065988660239188,0.2516323562956204,0.2331592851609305,0.014705882352941124,0,0.9852941176470589
s008614,TESS,angry,test,265.77732010845824,26.037037410312685,0.8913043478260869,0.15329110222244327,0.1240472244832071,0.119140625,0.1254006974543442,0.0,0,1.0
s004521,CREMA-D,angry,test,288.4840342479526,50.39780969752805,0.8674698795180723,0.08401837076032252,0.06911702170533503,0.07659209280303031,0.03548585238153524,0.012195121951219523,0,0.9878048780487805
s008328,CREMA-D,angry,train,411.89665978599425,254.5937749082939,0.8727272727272727,0.1110513261818421,0.10826704749522645,0.24914886754587157,0.2230248122840737,0.03703703703703709,1,0.9629629629629629
s006765,CREMA-D,angry,validation,216.80116783087055,31.050758629580482,0.6458333333333334,0.11867992572584435,0.10715211763758016,0.2506064967105263,0.22967009476898437,0.0,0,1.0
s008688,TESS,angry,test,351.8439231616707,200.27428420596172,0.9111111111111111,0.14476406004991424,0.12350368612750627,0.11372015449438203,0.11265911715163456,0.0,0,1.0
s007268,CREMA-D,angry,test,133.3899602663112,8.64406191303349,0.8,0.10400200743849079,0.09907227845189512,0.10369961503623189,0.047512354451609715,0.0,0,1.0
s002923,CREMA-D,angry,train,209.94376737566637,35.43985056552274,0.6716417910447762,0.10132921471802601,0.0886096594363361,0.08473501632462686,0.04671742754463635,0.0,0,1.0
s006887,CREMA-D,angry,train,216.7634879018013,65.72948607127536,0.6111111111111112,0.09037702301040638,0.08773534812757984,0.09312318313953488,0.059054384224546216,0.009307398654790022,0,0.99069260134521
s000819,RAVDESS,angry,train,296.7297015053527,41.73767675689278,0.6571428571428571,0.08692254401448606,0.07162765976265872,0.22441968300359713,0.15322140169301915,0.0,0,1.0
s009763,TESS,angry,train,624.5350780001745,713.4968384331319,0.746268656716418,0.0819748504371417,0.07768978075852351,0.2907605527052239,0.23457471938406987,0.05992509363295884,1,0.9400749063670412
s008423,CREMA-D,angry,validation,195.0824207566716,41.33673261523641,0.5441176470588235,0.0837691499687293,0.09082293989742359,0.08990837545955882,0.05722692057415102,0.0,0,1.0
s003005,CREMA-D,angry,train,221.3031198616174,33.92084662817668,0.7794117647058824,0.07333052083028152,0.08803953689093362,0.0771627987132353,0.0605531270507592,0.0,0,1.0
s002601,CREMA-D,angry,train,357.2493478500781,80.987746095542,0.8333333333333334,0.15183978712874927,0.11482635956925367,0.1006844143907563,0.03488126173891758,0.0,0,1.0
s008630,TESS,angry,test,250.5457054744352,22.642930132625008,0.8444444444444444,0.11652172146511547,0.08689909827286782,0.14019706811797752,0.17364043854843972,0.0,0,1.0
s001605,CREMA-D,angry,train,193.51936402569638,29.006880725189543,0.6105263157894737,0.08811055306621172,0.09600489562410497,0.08196407903439154,0.0665304497523805,0.15957446808510634,2,0.8404255319148937
s009890,TESS,angry,train,235.00521833201307,40.81237227995109,0.7428571428571429,0.07971341381596549,0.06988205421181494,0.2761142648381295,0.27613702930969913,0.01449275362318836,1,0.9855072463768116
s003561,CREMA-D,angry,train,123.92956881335718,17.01438136732724,0.3058823529411765,0.047761429040610086,0.055506950456954224,0.06980399408284024,0.034068326345838146,0.0,0,1.0
s004585,CREMA-D,angry,train,132.79457281046382,21.395761104271457,0.8524590163934426,0.11504735000246813,0.106694924893699,0.06413836518595041,0.026367102271403736,0.09999999999999998,2,0.9
s005593,CREMA-D,angry,train,177.58840840309165,53.21517016841357,0.6461538461538462,0.10089959127183717,0.1004331195396082,0.09562049278846153,0.07236747656734245,0.0,0,1.0
s003819,CREMA-D,angry,validation,100.14074380955198,10.453110539153492,0.3368421052631579,0.09418147580796167,0.05518712509429505,0.09851459703947368,0.09965920390299472,0.0,0,1.0
s003935,CREMA-D,angry,train,211.79096556083968,9.203823595561127,0.11594202898550725,0.0972604447071624,0.10526201018227233,0.09228159215328467,0.04551290047416855,0.044117647058823484,2,0.9558823529411765
s008634,TESS,angry,test,264.73714059621784,37.002878735614956,0.8444444444444444,0.12520952495849794,0.0993599385575634,0.11985677083333333,0.13173131136455735,0.0,0,1.0
s004451,CREMA-D,angry,train,167.46735955137132,26.992140006868517,0.7733333333333333,0.11329675808661437,0.08972208197916341,0.06997168624161074,0.03877996708925446,0.027027027027026973,0,0.972972972972973
s005435,CREMA-D,angry,test,243.33588585066468,87.4057350066478,0.8676470588235294,0.1512766532599926,0.14392161653387547,0.0814597800925926,0.06353661746729662,0.02985074626865669,0,0.9701492537313433
s008639,TESS,angry,test,277.83783969518026,27.916758005725324,0.8333333333333334,0.1403288786255178,0.10165998269223238,0.11160714285714286,0.07933467706536595,0.0,0,1.0
s008013,CREMA-D,angry,test,115.20438361444519,21.475525310446407,0.7272727272727273,0.08281683101085946,0.07693629907821846,0.09464333274147728,0.10424125629040147,0.0,0,1.0
s000505,RAVDESS,angry,train,192.9824200040277,30.737840929649145,0.890625,0.11015209907495808,0.08142376781137609,0.11077448326771654,0.09556874668867676,0.0,0,1.0
s001822,CREMA-D,disgust,train,214.60224315276247,33.60092085036461,0.7888888888888889,0.09904164225897855,0.07676022637834634,0.05146484375,0.018682995920029834,0.0,0,1.0
s004294,CREMA-D,disgust,train,123.48222783302985,26.1987796544166,0.2247191011235955,0.1064498344792074,0.07933674407382782,0.0742626404494382,0.041216405271653496,0.0,0,1.0
s001148,CREMA-D,disgust,validation,184.32245173433648,57.393815284814885,0.45555555555555555,0.04977183807123867,0.06684982628278748,0.10079210069444444,0.1002757925892008,0.0,0,1.0
s003866,CREMA-D,disgust,train,134.44096410513055,27.08657410310767,0.30303030303030304,0.06918118127003198,0.087538880480514,0.08215797948473283,0.03325053729686668,0.0461538461538461,2,0.9538461538461539
s003374,CREMA-D,disgust,train,244.98031323781393,84.69072087253052,0.7313432835820896,0.08742348793754004,0.07203933295637434,0.091554570018797,0.045858880845629606,0.09090909090909094,2,0.9090909090909091
s005378,CREMA-D,disgust,train,201.33930654238767,40.25412732749063,0.6436781609195402,0.0601640639708902,0.05769520114852727,0.14101786997126436,0.17353669404029798,0.0,0,1.0
s001872,CREMA-D,disgust,test,199.2060259235683,60.06704233714927,0.5764705882352941,0.07890785062277811,0.08867097588969527,0.10542252218934911,0.08545639601955948,0.22619047619047616,2,0.7738095238095238
s003368,CREMA-D,disgust,train,256.4259393097151,38.12259409679876,0.7538461538461538,0.058984985898155,0.054842524979166744,0.12151011385658915,0.1026404735690496,0.0625,0,0.9375
s007443,CREMA-D,disgust,train,266.20812720654,15.617023190156935,0.8857142857142857,0.14505414235189665,0.10134258329345026,0.1340721240942029,0.07718257675030883,0.0,0,1.0
s005448,CREMA-D,disgust,test,196.20870581787884,59.732910133417896,0.5431034482758621,0.0760521838714465,0.07288448985094535,0.07234139278017242,0.03955798338958659,0.0,0,1.0
s002800,CREMA-D,disgust,train,182.71107504083548,19.30671092523468,0.5925925925925926,0.1390852178302333,0.10722948070364327,0.0763963024068323,0.0371805374804586,0.0,0,1.0
s008890,TESS,disgust,test,187.63490194071142,29.116689893686384,0.7808219178082192,0.11562777611202207,0.09961657732374356,0.1232354525862069,0.1899596942635203,0.0,0,1.0
s008835,TESS,disgust,test,181.21371666406816,21.109682758549077,0.7605633802816901,0.10558986132570976,0.08430062712651885,0.1255157900528169,0.1762768062128196,0.0,0,1.0
s003097,CREMA-D,disgust,train,119.28993263803044,8.497101093439472,0.25,0.10321009393875338,0.08552988553171528,0.07293034401260504,0.04537079392600301,0.0,0,1.0
s009898,TESS,disgust,train,203.970849291488,44.33676215962793,0.5373134328358209,0.09955157438328986,0.07372663538567362,0.1674327420112782,0.18741414358041308,0.09090909090909094,1,0.9090909090909091
s003252,CREMA-D,disgust,train,170.4589097082266,13.721103283559735,0.35,0.10651420280571629,0.08902849834861593,0.07827854756289308,0.05437187532665095,0.0,0,1.0
s009940,TESS,disgust,train,196.27353038589504,56.55750652083192,0.5,0.10947577184118279,0.1004582096237613,0.2146115603146853,0.22983186466603972,0.07042253521126762,1,0.9295774647887324
s002933,CREMA-D,disgust,train,184.76061515076213,12.99837453172627,0.3333333333333333,0.13377052426770114,0.05121060614834994,0.06734742980072464,0.053658469491590415,0.0,0,1.0
s007761,CREMA-D,disgust,train,78.7843888668143,10.780953096098912,0.8914728682170543,0.08688646375205267,0.05689563914726583,0.09003754255836575,0.09268267417277062,0.0,0,1.0
s006214,CREMA-D,disgust,train,121.82024832815188,23.9037483451507,0.3956043956043956,0.07067886791938083,0.0702490308987324,0.09019444924033149,0.049669442741602204,0.0,0,1.0
s006496,CREMA-D,disgust,train,165.61408332192957,37.43790125857549,0.6708860759493671,0.0499153204713088,0.06700166028866537,0.06722730891719746,0.05276725198009381,0.0,0,1.0
s007770,CREMA-D,disgust,train,77.359168986319,10.843006059410861,0.85,0.04009681128564492,0.02977105996798052,0.08048052763819095,0.09464490369333918,0.0,0,1.0
s001557,CREMA-D,disgust,train,221.81532705692294,14.084687667164255,0.3114754098360656,0.09365900238006075,0.09229585578820604,0.07216877582644628,0.060496008462418836,0.0,0,1.0
s007114,CREMA-D,disgust,train,137.61251252389275,57.060032093501,0.6447368421052632,0.12532853127907442,0.062404584296604795,0.06098665149006623,0.022769026867505628,0.0,0,1.0
s009921,TESS,disgust,train,266.7046774797214,61.39400335581353,0.352112676056338,0.08747928681455598,0.07380459111681023,0.282475897606383,0.27224527569106416,0.042857142857142816,1,0.9571428571428572
s004328,CREMA-D,disgust,test,105.82471001211772,9.289160664091028,0.5555555555555556,0.15658037234907565,0.07581250191025098,0.06623034743788819,0.043273689914359016,0.0,0,1.0
s004698,CREMA-D,disgust,test,110.15477608707418,7.013285822618296,0.6444444444444445,0.12241667074461778,0.09535940404881553,0.05870768229166667,0.018869057354918103,0.0,0,1.0
s003000,CREMA-D,disgust,train,176.81870098562226,34.101552140053926,0.5058823529411764,0.11128065909242489,0.07410930606969948,0.1301775147928994,0.16024916507327225,0.0,0,1.0
s007865,CREMA-D,disgust,validation,129.59170688339998,52.23258662646966,0.7894736842105263,0.12240485453880147,0.09841374230012331,0.04568770559210526,0.01602310615215224,0.0,0,1.0
s004722,CREMA-D,disgust,test,117.73610210913174,15.795362902519717,0.6792452830188679,0.05102387088311227,0.05515626425514073,0.08566906101895734,0.07136051289717815,0.0,0,1.0
s008065,CREMA-D,disgust,test,104.39691067097735,14.070017368206281,0.8767123287671232,0.13590670203509397,0.08813247109618677,0.09177680864726027,0.09744153602882415,0.0,0,1.0
s007769,CREMA-D,disgust,train,93.56635238855888,27.67987156191702,0.6041666666666666,0.07156113190770459,0.0742446518766182,0.06740824381510417,0.06010302504231281,0.0,0,1.0
s010049,TESS,disgust,train,211.5139952792217,40.36535212348295,0.4594594594594595,0.10753581782828281,0.07925486825488456,0.22025138180272108,0.2329510679532023,0.013698630136986356,0,0.9863013698630136
s008814,TESS,disgust,test,180.91898813686018,25.814350627875267,0.5949367088607594,0.10313947100761779,0.10204191508341684,0.12644929339171976,0.1630755865958818,0.0,0,1.0
s004522,CREMA-D,disgust,test,203.43054517625765,15.714746637494216,0.52,0.10759069656382254,0.07052853017995532,0.06631791771356783,0.02696326955637277,0.0,0,1.0
s008329,CREMA-D,disgust,train,103.01963671303622,57.04288008797602,0.3828125,0.06164481999608232,0.05624696477997653,0.17321920955882353,0.2195508800220061,0.0,0,1.0
s006766,CREMA-D,disgust,validation,105.50432144257684,11.600704814320796,0.26732673267326734,0.06471177247533602,0.0736674443978303,0.17704446517412936,0.2280480402261375,0.0,0,1.0
s008888,TESS,disgust,test,242.49228205791744,175.1553665706927,0.6712328767123288,0.08591201669568646,0.0929297528828695,0.14369612068965518,0.2015336324091406,0.0,0,1.0
s007269,CREMA-D,disgust,test,113.43079623644415,10.251783087438087,0.34328358208955223,0.05747711328663548,0.07909748638222418,0.06009897791353384,0.01839829286090951,0.045454545454545414,0,0.9545454545454546
s002924,CREMA-D,disgust,train,211.5019280669284,26.439718755417907,0.42045454545454547,0.09620517365295779,0.07663650866793353,0.06700550426136363,0.047982384327057044,0.0,0,1.0
s006888,CREMA-D,disgust,train,186.34278370882996,61.40072523934977,0.5346534653465347,0.07224629042364324,0.0729935977173755,0.07155142257462686,0.039382308197230764,0.0,0,1.0
s000835,RAVDESS,disgust,train,237.44572613259163,76.5989177798439,0.4639175257731959,0.10463884785660384,0.07867903267445261,0.18893195433937823,0.17634038070640717,0.09375,2,0.90625
s009963,TESS,disgust,train,706.0683998072415,784.2830815400363,0.4794520547945205,0.10572023918590674,0.09465402143925067,0.2519798801369863,0.22937841994594513,0.0,0,1.0
s008426,CREMA-D,disgust,validation,144.74372360821877,97.15453442202923,0.4880952380952381,0.12013339001440003,0.0647787374675674,0.05803822043413174,0.05409170488845234,0.0,0,1.0
s003006,CREMA-D,disgust,train,0.0,0.0,0.0,0.13432154709480673,0.045663276448490435,0.05725146289840637,0.030259615929775337,0.0,0,1.0
s002604,CREMA-D,disgust,train,168.94691787951106,61.33676833098113,0.4,0.11086973267558374,0.05169176022062216,0.06410875822368421,0.03611414975808253,0.0,0,1.0
s008830,TESS,disgust,test,178.01059405969005,18.93129112632393,0.4852941176470588,0.1081982158779822,0.08930292655842034,0.14527633101851853,0.18753730336566266,0.014925373134328401,0,0.9850746268656716
s001606,CREMA-D,disgust,train,166.40266088794118,51.805080051752455,0.5789473684210527,0.06149874310940504,0.0461020625529387,0.05913856907894737,0.04031496319245807,0.0,0,1.0
s010090,TESS,disgust,train,187.75168646797863,32.720616789752945,0.4074074074074074,0.10249908011036445,0.08954321373229358,0.17061335403726707,0.2167789408240134,0.025000000000000022,1,0.975
s003562,CREMA-D,disgust,train,112.12810587421218,10.81427368349284,0.48,0.09346979176017207,0.06660825219507811,0.06916418027638191,0.04206367376233459,0.0,0,1.0
s004586,CREMA-D,disgust,train,122.74662199816584,11.075866060096013,0.4090909090909091,0.0777652414240451,0.08398101230566361,0.06254993785511363,0.020934910060568062,0.0,0,1.0
s005594,CREMA-D,disgust,train,250.01387532603079,106.28755109975745,0.3698630136986301,0.062266807942169496,0.07293075085280322,0.09826912715517241,0.062472311774568676,0.1527777777777778,2,0.8472222222222222
s003820,CREMA-D,disgust,validation,101.25077157157502,7.971864669415795,0.34831460674157305,0.08982796709607827,0.058809228076838534,0.07679731390449439,0.061002514479236825,0.0,0,1.0
s003936,CREMA-D,disgust,train,173.1776843850705,60.645033095667074,0.7,0.07140761673591046,0.07155194315771723,0.08999729756289308,0.06086369485426685,0.03797468354430378,0,0.9620253164556962
s008834,TESS,disgust,test,195.32158251932486,23.79470605691398,0.7746478873239436,0.0917795861080866,0.07459537444943723,0.12482119278169014,0.17536091802085804,0.028227251426523714,0,0.9717727485734763
s004452,CREMA-D,disgust,train,138.96319126989633,16.062355563440498,0.5056179775280899,0.1135805166179963,0.09226322850646179,0.0684252106741573,0.04830983658949274,0.0,0,1.0
s005436,CREMA-D,disgust,test,177.94287973662676,50.23253168698011,0.9210526315789473,0.12890612659667502,0.08610344812182583,0.07310637417218543,0.05519147964815671,0.0,0,1.0
s008839,TESS,disgust,test,181.42252813918685,26.51310571930583,0.5303030303030303,0.11615042596575663,0.10742323339778388,0.15367542613636365,0.19302745166231614,0.0,0,1.0
s008016,CREMA-D,disgust,test,102.71925884819274,14.732050841954862,0.5245901639344263,0.08224617046388713,0.0629611007579361,0.06863378099173553,0.05606245445972802,0.0,0,1.0
s000521,RAVDESS,disgust,train,191.56946523293095,37.375237814040354,0.6067415730337079,0.07424205147097608,0.0745158580368542,0.1195268361581921,0.10999875333890172,0.28409090909090906,1,0.7159090909090909
s001823,CREMA-D,fear,train,281.8701097415287,49.16622667865736,0.8295454545454546,0.11230788029074161,0.10921997457009888,0.06654496626420454,0.030315063931542537,0.022812332917483524,1,0.9771876670825165
s004295,CREMA-D,fear,train,162.58165533691945,40.85007765841757,0.6973684210526315,0.12812001433297499,0.10836816397168168,0.06980805049668874,0.058725519077722825,0.0,0,1.0
s001151,CREMA-D,fear,validation,258.06282475983824,30.68401305586608,0.18292682926829268,0.05409873463213444,0.06979992903379226,0.08659652990797546,0.07329196795599308,0.0,0,1.0
s003867,CREMA-D,fear,train,116.33855386226831,21.476928116708965,0.5238095238095238,0.06558928226014811,0.057289600021600856,0.05238351422155688,0.016507984089929185,0.0,0,1.0
s003375,CREMA-D,fear,train,449.70586449634,85.27007998704767,0.7,0.13626411419145462,0.09493616745578018,0.13711332070707072,0.06098519012095726,0.04081632653061229,0,0.9591836734693877
s005379,CREMA-D,fear,train,349.95836323040476,94.65550061098872,0.734375,0.09271689468085414,0.08617964559687562,0.11574187992125984,0.0959380598638171,0.23809523809523814,0,0.7619047619047619
s001875,CREMA-D,fear,test,318.87390415604153,18.79758281060127,0.9333333333333333,0.25807263178877154,0.15083082540988707,0.12286480402542373,0.02953835123675791,0.0,0,1.0
s003369,CREMA-D,fear,train,414.9757409237848,88.0028919010974,0.7627118644067796,0.14318218741279382,0.1369602651335279,0.17277644230769232,0.09895958152703736,0.03448275862068961,1,0.9655172413793104
s007446,CREMA-D,fear,train,220.05968825896093,84.56456644147983,0.5573770491803278,0.08499375875454304,0.09078765322365111,0.06922294679752067,0.04706665708583841,0.0,0,1.0
s005449,CREMA-D,fear,test,190.2867324050192,74.57975249387542,0.6666666666666666,0.08548469561525805,0.07295701885047826,0.06378064184131736,0.04021643965939527,0.0,0,1.0
s002801,CREMA-D,fear,train,146.2307203196755,35.068570294801795,0.6219512195121951,0.07151566047587095,0.08811812944096922,0.052974022239263806,0.01792325451444183,0.0,0,1.0
s009090,TESS,fear,test,281.615255519612,12.61417871413804,0.8541666666666666,0.16553558071487043,0.09241703366191414,0.11778371710526316,0.17400557676361572,0.0,0,1.0
s009035,TESS,fear,test,303.6834751331051,16.310591742001083,0.8260869565217391,0.13995110485500292,0.08545605724766105,0.11380137567934782,0.16256437086163533,0.0,0,1.0
s003100,CREMA-D,fear,train,75.06301951120231,0.6833725000830881,0.0821917808219178,0.06321816559727877,0.061436808522703744,0.0625802654109589,0.034441554882498136,0.0,0,1.0
s010098,TESS,fear,train,296.8090661212782,48.48956569997917,0.7291666666666666,0.1442835017205461,0.12473203482654104,0.19326685855263157,0.17882283072755803,0.0,0,1.0
s003253,CREMA-D,fear,train,280.9172094008983,42.14578082446569,0.625,0.11526864561292187,0.08122564780502346,0.06590089597902098,0.041771065310946,0.0,0,1.0
s010140,TESS,fear,train,318.6094375158425,40.76504394731651,0.5535714285714286,0.1284681579439036,0.11458635161849083,0.25551932198660715,0.21770166576095365,0.03580169218935736,2,0.9641983078106426
s002936,CREMA-D,fear,train,176.4863996825921,9.089107315897127,0.18309859154929578,0.14566787447727902,0.053977643295818035,0.07826942121478873,0.09040487769082883,0.0,0,1.0
s007762,CREMA-D,fear,train,86.54228819606556,19.39998160341878,0.8571428571428571,0.13299986074855125,0.054750816824996176,0.07600592320261437,0.07108779053495237,0.0,0,1.0
s006217,CREMA-D,fear,train,160.66996234665135,35.21770721399573,0.5094339622641509,0.0758432759969579,0.08365876405861516,0.08014754887440759,0.048118169417984774,0.0,0,1.0
s006497,CREMA-D,fear,train,174.76688251321787,56.49794797251119,0.55,0.1210714874308814,0.09653394077735508,0.054527810534591194,0.037284148953737335,0.0,0,1.0
s007773,CREMA-D,fear,train,81.84172659871582,22.334748454140225,0.8676470588235294,0.09453264037695001,0.05552486948402197,0.07335707720588236,0.08482059827995103,0.0,0,1.0
s001560,CREMA-D,fear,train,213.71064336420957,20.121643932305084,0.375,0.16255169113477072,0.051962154061784005,0.04448106553819445,0.019395083973654876,0.0,0,1.0
s007117,CREMA-D,fear,train,500.1520891908013,28.00770195353129,0.8947368421052632,0.14072120166694124,0.12323941774855347,0.13440104166666667,0.04066747495754738,0.0,0,1.0
s010121,TESS,fear,train,326.1702162563046,76.50109560842392,0.7941176470588235,0.16469483112971953,0.09632265351483783,0.26164587220149255,0.24044860617748226,0.0,0,1.0
s004331,CREMA-D,fear,test,113.57307958800367,11.774291505176615,0.6883116883116883,0.09648011926732032,0.07716392869132542,0.06289573120915033,0.03395224019404601,0.0,0,1.0
s004699,CREMA-D,fear,test,152.96395376701923,46.17174388464319,0.7362637362637363,0.06968340521248487,0.07162033354092275,0.054000686813186816,0.01542892303835272,0.0,0,1.0
s003001,CREMA-D,fear,train,272.73496965525834,34.2600637174728,0.4942528735632184,0.0944595062548573,0.08225876670993328,0.11601450251436782,0.16834169231457516,0.0,0,1.0
s007866,CREMA-D,fear,validation,127.21766871898886,46.4785274810569,0.7010309278350515,0.1075497043520673,0.09529456543124627,0.043784230025773196,0.017367500892194566,0.0,0,1.0
s004723,CREMA-D,fear,test,185.72943250135322,14.19237119459539,0.4878048780487805,0.08051823301275084,0.05662264863867829,0.07155267446319018,0.05888371079725664,0.0,0,1.0
s008066,CREMA-D,fear,test,129.42273977056536,32.931194810818376,0.5733333333333334,0.09129554970852481,0.08425339406395918,0.09888842281879194,0.12104471088073523,0.0,0,1.0
s007772,CREMA-D,fear,train,171.50889164108492,15.593757698977377,0.8064516129032258,0.1171549621541969,0.10346356966103225,0.15146324282786885,0.12586223766142549,0.0,0,1.0
s010249,TESS,fear,train,313.9841864277897,49.7697976386617,0.6938775510204082,0.1582834412891072,0.10455989266197621,0.25014094716494845,0.22396051809746664,0.0,0,1.0
s009014,TESS,fear,test,293.42409304044344,32.70641823295995,0.8461538461538461,0.14467507654584003,0.10455703401313012,0.13040427791262135,0.18032464074787016,0.019607843137254943,1,0.9803921568627451
s004523,CREMA-D,fear,test,256.78318087068106,32.00564989992228,0.6515151515151515,0.10197319887634931,0.08350222924049197,0.06579959753787878,0.026484347694031754,0.0,0,1.0
