train_sample_id,utterance_id,conversation_id,session,speaker_id,gender,emotion_4class,emotion_id,original_emotion,valence,arousal,dominance,valence_norm,arousal_norm,dominance_norm,start_time,end_time,eval_duration,duration,sample_rate,channels,wav_path
iemocap_hf_00030,Ses01F_impro02_F000,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.666666984558105,2.3333330154418945,2.3333330154418945,0.4166667461395263,0.3333332538604736,0.3333332538604736,0.0,9.3311875,9.3311875,9.3311875,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F000.wav
iemocap_hf_00031,Ses01F_impro02_F001,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.3333330154418945,1.6666669845581057,2.0,0.3333332538604736,0.1666667461395263,0.25,0.0,2.93,2.93,2.93,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F001.wav
iemocap_hf_00032,Ses01F_impro02_F002,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.0,1.6666669845581057,2.0,0.25,0.1666667461395263,0.25,0.0,5.7235,5.7235,5.7235,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F002.wav
iemocap_hf_00033,Ses01F_impro02_F003,Ses01F_impro02,Ses01,Ses01F,female,neutral,0,neutral,2.0,2.3333330154418945,2.666666984558105,0.25,0.3333332538604736,0.4166667461395263,0.0,5.6525,5.6525,5.6525,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F003.wav
iemocap_hf_00034,Ses01F_impro02_F004,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.3333330154418945,2.3333330154418945,3.0,0.3333332538604736,0.3333332538604736,0.5,0.0,5.7699375,5.7699375,5.7699375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F004.wav
iemocap_hf_00035,Ses01F_impro02_F005,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.0,2.3333330154418945,2.666666984558105,0.25,0.3333332538604736,0.4166667461395263,0.0,2.56,2.56,2.56,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F005.wav
iemocap_hf_00036,Ses01F_impro02_F006,Ses01F_impro02,Ses01,Ses01F,female,neutral,0,neutral,2.666666984558105,2.666666984558105,2.666666984558105,0.4166667461395263,0.4166667461395263,0.4166667461395263,0.0,4.215,4.215,4.215,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F006.wav
iemocap_hf_00037,Ses01F_impro02_F007,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.0,3.6666669845581055,3.3333330154418945,0.25,0.6666667461395264,0.5833332538604736,0.0,6.18,6.18,6.18,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F007.wav
iemocap_hf_00038,Ses01F_impro02_F008,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,1.6666669845581057,2.3333330154418945,2.0,0.1666667461395263,0.3333332538604736,0.25,0.0,3.8868125,3.8868125,3.8868125,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F008.wav
iemocap_hf_00039,Ses01F_impro02_F009,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,1.6666669845581057,2.0,2.0,0.1666667461395263,0.25,0.25,0.0,4.33,4.33,4.33,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F009.wav
iemocap_hf_00040,Ses01F_impro02_F010,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.0,1.6666669845581057,2.0,0.25,0.1666667461395263,0.25,0.0,4.25,4.25,4.25,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F010.wav
iemocap_hf_00041,Ses01F_impro02_F011,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.666666984558105,2.3333330154418945,2.666666984558105,0.4166667461395263,0.3333332538604736,0.4166667461395263,0.0,3.33525,3.33525,3.33525,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F011.wav
iemocap_hf_00042,Ses01F_impro02_F012,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,3.3333330154418945,2.3333330154418945,2.3333330154418945,0.5833332538604736,0.3333332538604736,0.3333332538604736,0.0,3.0305,3.0305,3.0305,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F012.wav
iemocap_hf_00043,Ses01F_impro02_F013,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,1.3333330154418943,2.666666984558105,2.3333330154418945,0.0833332538604736,0.4166667461395263,0.3333332538604736,0.0,6.1254375,6.1254375,6.1254375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F013.wav
iemocap_hf_00044,Ses01F_impro02_F014,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,1.3333330154418943,2.3333330154418945,2.3333330154418945,0.0833332538604736,0.3333332538604736,0.3333332538604736,0.0,7.4,7.4,7.4,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F014.wav
iemocap_hf_00045,Ses01F_impro02_F015,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,1.6666669845581057,2.666666984558105,2.666666984558105,0.1666667461395263,0.4166667461395263,0.4166667461395263,0.0,3.587875,3.587875,3.587875,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F015.wav
iemocap_hf_00046,Ses01F_impro02_F016,Ses01F_impro02,Ses01,Ses01F,female,neutral,0,neutral,2.0,1.3333330154418943,3.0,0.25,0.0833332538604736,0.5,0.0,2.1899375,2.1899375,2.1899375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F016.wav
iemocap_hf_00047,Ses01F_impro02_F017,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,3.6666669845581055,3.3333330154418945,3.3333330154418945,0.6666667461395264,0.5833332538604736,0.5833332538604736,0.0,6.6549375,6.6549375,6.6549375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F017.wav
iemocap_hf_00048,Ses01F_impro02_F018,Ses01F_impro02,Ses01,Ses01F,female,neutral,0,neutral,2.666666984558105,2.666666984558105,3.0,0.4166667461395263,0.4166667461395263,0.5,0.0,3.05,3.05,3.05,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F018.wav
iemocap_hf_00049,Ses01F_impro02_F019,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,2.3333330154418945,1.6666669845581057,2.666666984558105,0.3333332538604736,0.1666667461395263,0.4166667461395263,0.0,3.059375,3.059375,3.059375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F019.wav
iemocap_hf_00050,Ses01F_impro02_F020,Ses01F_impro02,Ses01,Ses01F,female,sad,2,sad,3.3333330154418945,2.3333330154418945,3.0,0.5833332538604736,0.3333332538604736,0.5,0.0,4.5299375,4.5299375,4.5299375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_F020.wav
iemocap_hf_00051,Ses01F_impro02_M000,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,2.0,2.666666984558105,2.666666984558105,0.25,0.4166667461395263,0.4166667461395263,0.0,3.026375,3.026375,3.026375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M000.wav
iemocap_hf_00052,Ses01F_impro02_M001,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,2.0,2.666666984558105,2.666666984558105,0.25,0.4166667461395263,0.4166667461395263,0.0,5.7958125,5.7958125,5.7958125,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M001.wav
iemocap_hf_00055,Ses01F_impro02_M004,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,2.0,2.666666984558105,2.0,0.25,0.4166667461395263,0.25,0.0,3.305,3.305,3.305,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M004.wav
iemocap_hf_00056,Ses01F_impro02_M005,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,2.0,3.0,1.6666669845581057,0.25,0.5,0.1666667461395263,0.0,4.9499375,4.9499375,4.9499375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M005.wav
iemocap_hf_00057,Ses01F_impro02_M006,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,1.6666669845581057,2.666666984558105,1.6666669845581057,0.1666667461395263,0.4166667461395263,0.1666667461395263,0.0,6.9599375,6.9599375,6.9599375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M006.wav
iemocap_hf_00058,Ses01F_impro02_M007,Ses01F_impro02,Ses01,Ses01M,male,angry,1,angry,1.6666669845581057,3.0,2.3333330154418945,0.1666667461395263,0.5,0.3333332538604736,0.0,3.8299375,3.8299375,3.8299375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M007.wav
iemocap_hf_00060,Ses01F_impro02_M009,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,2.0,1.6666669845581057,2.3333330154418945,0.25,0.1666667461395263,0.3333332538604736,0.0,3.6725,3.6725,3.6725,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M009.wav
iemocap_hf_00061,Ses01F_impro02_M010,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,2.0,2.0,1.6666669845581057,0.25,0.25,0.1666667461395263,0.0,4.2194375,4.2194375,4.2194375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M010.wav
iemocap_hf_00062,Ses01F_impro02_M011,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,2.3333330154418945,1.6666669845581057,2.0,0.3333332538604736,0.1666667461395263,0.25,0.0,3.2199375,3.2199375,3.2199375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M011.wav
iemocap_hf_00063,Ses01F_impro02_M012,Ses01F_impro02,Ses01,Ses01M,male,neutral,0,neutral,2.0,2.0,2.0,0.25,0.25,0.25,0.0,4.6800625,4.6800625,4.6800625,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M012.wav
iemocap_hf_00064,Ses01F_impro02_M013,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,1.3333330154418943,2.0,1.6666669845581057,0.0833332538604736,0.25,0.1666667461395263,0.0,4.73,4.73,4.73,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M013.wav
iemocap_hf_00065,Ses01F_impro02_M014,Ses01F_impro02,Ses01,Ses01M,male,sad,2,sad,1.3333330154418943,2.666666984558105,1.3333330154418943,0.0833332538604736,0.4166667461395263,0.0833332538604736,0.0,4.615,4.615,4.615,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M014.wav
iemocap_hf_00066,Ses01F_impro02_M015,Ses01F_impro02,Ses01,Ses01M,male,neutral,0,neutral,2.666666984558105,2.666666984558105,1.6666669845581057,0.4166667461395263,0.4166667461395263,0.1666667461395263,0.0,1.25,1.25,1.25,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro02_M015.wav
iemocap_hf_00068,Ses01F_impro03_F000,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.5,3.0,3.0,0.875,0.5,0.5,0.0,2.86,2.86,2.86,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F000.wav
iemocap_hf_00069,Ses01F_impro03_F001,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.25,3.0,3.0,0.8125,0.5,0.5,0.0,3.4399375,3.4399375,3.4399375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F001.wav
iemocap_hf_00070,Ses01F_impro03_F002,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.5,3.25,2.75,0.875,0.5625,0.4375,0.0,2.5699375,2.5699375,2.5699375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F002.wav
iemocap_hf_00071,Ses01F_impro03_F003,Ses01F_impro03,Ses01,Ses01F,female,happy,3,excited,5.0,4.25,3.5,1.0,0.8125,0.625,0.0,4.6166875,4.6166875,4.6166875,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F003.wav
iemocap_hf_00072,Ses01F_impro03_F004,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.75,4.0,3.0,0.9375,0.75,0.5,0.0,3.7699375,3.7699375,3.7699375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F004.wav
iemocap_hf_00073,Ses01F_impro03_F005,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.5,4.0,2.5,0.875,0.75,0.375,0.0,2.581625,2.581625,2.581625,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F005.wav
iemocap_hf_00074,Ses01F_impro03_F006,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.25,3.5,3.0,0.8125,0.625,0.5,0.0,6.34,6.34,6.34,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F006.wav
iemocap_hf_00075,Ses01F_impro03_F007,Ses01F_impro03,Ses01,Ses01F,female,happy,3,excited,4.25,3.25,2.75,0.8125,0.5625,0.4375,0.0,4.4650625,4.4650625,4.4650625,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F007.wav
iemocap_hf_00076,Ses01F_impro03_F008,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.0,3.25,2.75,0.75,0.5625,0.4375,0.0,2.67,2.67,2.67,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F008.wav
iemocap_hf_00077,Ses01F_impro03_F009,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.25,2.75,2.75,0.8125,0.4375,0.4375,0.0,1.6999375,1.6999375,1.6999375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F009.wav
iemocap_hf_00078,Ses01F_impro03_F010,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.0,3.25,2.75,0.75,0.5625,0.4375,0.0,3.2049375,3.2049375,3.2049375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F010.wav
iemocap_hf_00079,Ses01F_impro03_F011,Ses01F_impro03,Ses01,Ses01F,female,happy,3,excited,4.0,3.0,2.5,0.75,0.5,0.375,0.0,2.1324375,2.1324375,2.1324375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F011.wav
iemocap_hf_00080,Ses01F_impro03_F012,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.25,3.75,2.75,0.8125,0.6875,0.4375,0.0,2.2849375,2.2849375,2.2849375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F012.wav
iemocap_hf_00081,Ses01F_impro03_F013,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,5.0,4.25,3.25,1.0,0.8125,0.5625,0.0,5.1299375,5.1299375,5.1299375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F013.wav
iemocap_hf_00082,Ses01F_impro03_F014,Ses01F_impro03,Ses01,Ses01F,female,happy,3,excited,4.25,3.25,2.5,0.8125,0.5625,0.375,0.0,5.74,5.74,5.74,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F014.wav
iemocap_hf_00083,Ses01F_impro03_F015,Ses01F_impro03,Ses01,Ses01F,female,happy,3,excited,4.75,3.5,3.0,0.9375,0.625,0.5,0.0,4.5749375,4.5749375,4.5749375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F015.wav
iemocap_hf_00084,Ses01F_impro03_F016,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.25,3.0,2.5,0.8125,0.5,0.375,0.0,2.0524375,2.0524375,2.0524375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F016.wav
iemocap_hf_00085,Ses01F_impro03_F017,Ses01F_impro03,Ses01,Ses01F,female,neutral,0,neutral,4.0,3.0,2.5,0.75,0.5,0.375,0.0,2.9825,2.9825,2.9825,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F017.wav
iemocap_hf_00086,Ses01F_impro03_F018,Ses01F_impro03,Ses01,Ses01F,female,neutral,0,neutral,3.75,3.0,2.25,0.6875,0.5,0.3125,0.0,2.9225,2.9225,2.9225,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F018.wav
iemocap_hf_00087,Ses01F_impro03_F019,Ses01F_impro03,Ses01,Ses01F,female,neutral,0,neutral,3.75,2.5,2.25,0.6875,0.375,0.3125,0.0,1.4199375,1.4199375,1.4199375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F019.wav
iemocap_hf_00088,Ses01F_impro03_F020,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,3.75,3.0,2.25,0.6875,0.5,0.3125,0.0,1.3799375,1.3799375,1.3799375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F020.wav
iemocap_hf_00089,Ses01F_impro03_F021,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,3.5,3.75,2.75,0.625,0.6875,0.4375,0.0,5.46,5.46,5.46,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F021.wav
iemocap_hf_00090,Ses01F_impro03_F022,Ses01F_impro03,Ses01,Ses01F,female,neutral,0,neutral,3.5,2.75,2.25,0.625,0.4375,0.3125,0.0,2.2524375,2.2524375,2.2524375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F022.wav
iemocap_hf_00091,Ses01F_impro03_F023,Ses01F_impro03,Ses01,Ses01F,female,neutral,0,neutral,3.25,2.5,2.0,0.5625,0.375,0.25,0.0,0.8424375,0.8424375,0.8424375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F023.wav
iemocap_hf_00092,Ses01F_impro03_F024,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.5,3.25,3.0,0.875,0.5625,0.5,0.0,4.4025,4.4025,4.4025,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F024.wav
iemocap_hf_00093,Ses01F_impro03_F025,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.5,3.5,3.5,0.875,0.625,0.625,0.0,3.93,3.93,3.93,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F025.wav
iemocap_hf_00094,Ses01F_impro03_F026,Ses01F_impro03,Ses01,Ses01F,female,happy,3,happy,4.75,4.0,3.25,0.9375,0.75,0.5625,0.0,6.0099375,6.0099375,6.0099375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_F026.wav
iemocap_hf_00095,Ses01F_impro03_M000,Ses01F_impro03,Ses01,Ses01M,male,neutral,0,neutral,4.0,3.0,2.5,0.75,0.5,0.375,0.0,2.2199375,2.2199375,2.2199375,16000,1,D:\UTE\Speech Programming\Speech Project\06_w2v_based_models\datasets\AbstractTTS_IEMOCAP\audio_wav\Ses01F_impro03_M000.wav
