train_sample_id,utterance_id,wav_path,original_samples,original_seconds_after_resample,was_truncated,peak_abs
iemocap_train_00017,Ses01F_impro02_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F014.wav,118400,7.4,False,0.137664794921875
iemocap_train_00018,Ses01F_impro02_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F015.wav,57406,3.587875,False,0.129852294921875
iemocap_train_00019,Ses01F_impro02_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F016.wav,35039,2.1899375,False,0.0738525390625
iemocap_train_00020,Ses01F_impro02_F017,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F017.wav,106479,6.6549375,False,0.31146240234375
iemocap_train_00021,Ses01F_impro02_F018,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F018.wav,48800,3.05,False,0.085052490234375
iemocap_train_00022,Ses01F_impro02_F019,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F019.wav,48950,3.059375,False,0.066864013671875
iemocap_train_00023,Ses01F_impro02_F020,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F020.wav,72479,4.5299375,False,0.103790283203125
iemocap_train_00024,Ses01F_impro03_F000,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.wav,45760,2.86,False,0.27728271484375
iemocap_train_00025,Ses01F_impro03_F001,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav,55039,3.4399375,False,0.31097412109375
iemocap_train_00026,Ses01F_impro03_F002,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.wav,41119,2.5699375,False,0.826995849609375
iemocap_train_00027,Ses01F_impro03_F004,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.wav,60319,3.7699375,False,0.923309326171875
iemocap_train_00028,Ses01F_impro03_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.wav,41306,2.581625,False,0.910552978515625
iemocap_train_00029,Ses01F_impro03_F006,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.wav,101440,6.34,False,0.36553955078125
iemocap_train_00030,Ses01F_impro03_F008,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.wav,42720,2.67,False,0.771209716796875
iemocap_train_00031,Ses01F_impro03_F009,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.wav,27199,1.6999375,False,0.519256591796875
iemocap_train_00032,Ses01F_impro03_F010,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.wav,51279,3.2049375,False,0.432708740234375
iemocap_train_00033,Ses01F_impro03_F012,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.wav,36559,2.2849375,False,0.6385498046875
iemocap_train_00034,Ses01F_impro03_F013,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.wav,82079,5.1299375,False,0.66619873046875
iemocap_train_00035,Ses01F_impro03_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F015.wav,73199,4.5749375,False,0.995391845703125
iemocap_train_00036,Ses01F_impro03_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F016.wav,32839,2.0524375,False,0.254119873046875
iemocap_train_00037,Ses01F_impro03_F017,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F017.wav,47720,2.9825,False,0.24658203125
iemocap_train_00038,Ses01F_impro03_F018,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F018.wav,46760,2.9225,False,0.42156982421875
iemocap_train_00039,Ses01F_impro03_F019,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F019.wav,22719,1.4199375,False,0.0643310546875
iemocap_train_00040,Ses01F_impro03_F021,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F021.wav,87360,5.46,False,0.39007568359375
iemocap_train_00041,Ses01F_impro03_F022,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F022.wav,36039,2.2524375,False,0.146575927734375
iemocap_train_00042,Ses01F_impro03_F023,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F023.wav,13479,0.8424375,False,0.038055419921875
iemocap_train_00043,Ses01F_impro03_F024,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F024.wav,70440,4.4025,False,0.243896484375
iemocap_train_00044,Ses01F_impro03_F025,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F025.wav,62880,3.93,False,0.293121337890625
iemocap_train_00045,Ses01F_impro03_F026,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F026.wav,96159,6.0099375,False,0.3653564453125
iemocap_train_00046,Ses01F_impro04_F000,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav,70312,4.3945,False,0.471771240234375
iemocap_train_00047,Ses01F_impro04_F001,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav,70482,4.405125,False,0.319580078125
iemocap_train_00048,Ses01F_impro04_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav,38553,2.4095625,False,0.083953857421875
iemocap_train_00049,Ses01F_impro04_F006,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav,56904,3.5565,False,0.284149169921875
iemocap_train_00050,Ses01F_impro04_F009,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav,22139,1.3836875,False,0.10211181640625
iemocap_train_00051,Ses01F_impro04_F013,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav,67789,4.2368125,False,0.661865234375
iemocap_train_00052,Ses01F_impro04_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav,23840,1.49,False,0.18426513671875
iemocap_train_00053,Ses01F_impro04_F028,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav,32159,2.0099375,False,0.2523193359375
iemocap_train_00054,Ses01F_impro04_F029,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav,50559,3.1599375,False,0.37103271484375
iemocap_train_00055,Ses01F_impro04_F030,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav,50959,3.1849375,False,0.999969482421875
iemocap_train_00056,Ses01F_impro04_F031,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav,70400,4.4,False,0.56549072265625
iemocap_train_00057,Ses01F_impro04_F032,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav,46399,2.8999375,False,0.226409912109375
iemocap_train_00058,Ses01F_impro04_F033,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav,93520,5.845,False,0.376251220703125
iemocap_train_00059,Ses01F_impro05_F008,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F008.wav,33919,2.1199375,False,0.384002685546875
iemocap_train_00060,Ses01F_impro05_F009,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F009.wav,117119,7.3199375,False,0.46258544921875
iemocap_train_00061,Ses01F_impro05_F011,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F011.wav,26680,1.6675,False,0.6363525390625
iemocap_train_00062,Ses01F_impro05_F012,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F012.wav,81919,5.1199375,False,0.826507568359375
iemocap_train_00063,Ses01F_impro05_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F014.wav,54079,3.3799375,False,0.58245849609375
iemocap_train_00064,Ses01F_impro05_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F015.wav,247920,15.495,True,1.0
iemocap_train_00065,Ses01F_impro05_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F016.wav,62560,3.91,False,1.0
iemocap_train_00066,Ses01F_impro05_F017,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F017.wav,149840,9.365,False,1.0
iemocap_train_00067,Ses01F_impro05_F018,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F018.wav,38320,2.395,False,0.938690185546875
iemocap_train_00068,Ses01F_impro05_F019,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F019.wav,85999,5.3749375,False,1.0
iemocap_train_00069,Ses01F_impro05_F020,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F020.wav,70959,4.4349375,False,1.0
iemocap_train_00070,Ses01F_impro05_F021,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F021.wav,76159,4.7599375,False,1.0
iemocap_train_00071,Ses01F_impro05_F022,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F022.wav,54199,3.3874375,False,0.808929443359375
iemocap_train_00072,Ses01F_impro05_F023,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F023.wav,30720,1.92,False,0.81890869140625
iemocap_train_00073,Ses01F_impro05_F024,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F024.wav,22079,1.3799375,False,0.690948486328125
iemocap_train_00074,Ses01F_impro05_F025,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F025.wav,49759,3.1099375,False,1.0
iemocap_train_00075,Ses01F_impro05_F026,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F026.wav,23800,1.4875,False,0.29986572265625
iemocap_train_00076,Ses01F_impro05_F028,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F028.wav,33880,2.1175,False,0.129974365234375
iemocap_train_00077,Ses01F_impro05_F029,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F029.wav,63199,3.9499375,False,0.43524169921875
iemocap_train_00078,Ses01F_impro05_F030,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F030.wav,52960,3.31,False,0.293365478515625
iemocap_train_00079,Ses01F_impro06_F002,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F002.wav,25279,1.5799375,False,0.0313720703125
iemocap_train_00080,Ses01F_impro06_F003,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F003.wav,21280,1.33,False,0.038818359375
iemocap_train_00081,Ses01F_impro06_F004,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F004.wav,31520,1.97,False,0.034149169921875
iemocap_train_00082,Ses01F_impro06_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F005.wav,107000,6.6875,False,0.0880126953125
iemocap_train_00083,Ses01F_impro06_F006,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F006.wav,192639,12.0399375,True,0.142425537109375
iemocap_train_00084,Ses01F_impro06_F007,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F007.wav,128000,8.0,False,0.120849609375
iemocap_train_00085,Ses01F_impro06_F008,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F008.wav,158560,9.91,False,0.10247802734375
iemocap_train_00086,Ses01F_impro06_F009,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F009.wav,121279,7.5799375,False,0.083038330078125
iemocap_train_00087,Ses01F_impro06_F010,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F010.wav,93439,5.8399375,False,0.0616455078125
iemocap_train_00088,Ses01F_impro06_F011,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F011.wav,241279,15.0799375,True,0.103759765625
iemocap_train_00089,Ses01F_impro06_F012,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F012.wav,143520,8.97,False,0.36468505859375
iemocap_train_00090,Ses01F_impro06_F013,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F013.wav,24520,1.5325,False,0.0301513671875
iemocap_train_00091,Ses01F_impro06_F014,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F014.wav,31840,1.99,False,0.067108154296875
iemocap_train_00092,Ses01F_impro06_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F015.wav,47703,2.9814375,False,0.041961669921875
iemocap_train_00093,Ses01F_impro06_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F016.wav,121560,7.5975,False,0.18780517578125
iemocap_train_00094,Ses01F_impro06_F018,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F018.wav,115200,7.2,False,0.15997314453125
iemocap_train_00095,Ses01F_impro06_F019,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F019.wav,26560,1.66,False,0.02362060546875
iemocap_train_00096,Ses01F_impro06_F020,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F020.wav,242720,15.17,True,0.126678466796875
iemocap_train_00097,Ses01F_impro06_F021,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F021.wav,265359,16.5849375,True,0.14459228515625
iemocap_train_00098,Ses01F_impro06_F022,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F022.wav,78560,4.91,False,0.093994140625
iemocap_train_00099,Ses01F_impro06_F023,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F023.wav,64479,4.0299375,False,0.037628173828125
iemocap_train_00100,Ses01F_impro06_F024,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F024.wav,110399,6.8999375,False,0.065460205078125
iemocap_train_00101,Ses01F_impro06_F025,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F025.wav,303199,18.9499375,True,0.209075927734375
iemocap_train_00102,Ses01F_impro06_F026,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F026.wav,140159,8.7599375,False,0.08740234375
iemocap_train_00103,Ses01F_impro06_F027,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F027.wav,99519,6.2199375,False,0.032196044921875
iemocap_train_00104,Ses01F_impro06_F028,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F028.wav,466079,29.1299375,True,0.38385009765625
iemocap_train_00105,Ses01F_impro07_F000,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F000.wav,106239,6.6399375,False,1.0
iemocap_train_00106,Ses01F_impro07_F002,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F002.wav,192639,12.0399375,True,0.960540771484375
iemocap_train_00107,Ses01F_impro07_F003,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F003.wav,38079,2.3799375,False,1.0
iemocap_train_00108,Ses01F_impro07_F004,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F004.wav,85239,5.3274375,False,0.295654296875
iemocap_train_00109,Ses01F_impro07_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F005.wav,46880,2.93,False,1.0
iemocap_train_00110,Ses01F_impro07_F009,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F009.wav,36440,2.2775,False,0.5760498046875
iemocap_train_00111,Ses01F_impro07_F010,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F010.wav,60800,3.8,False,1.0
iemocap_train_00112,Ses01F_impro07_F012,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F012.wav,94079,5.8799375,False,1.0
iemocap_train_00113,Ses01F_impro07_F013,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F013.wav,115200,7.2,False,0.88372802734375
iemocap_train_00114,Ses01F_impro07_F016,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F016.wav,144800,9.05,False,0.589813232421875
iemocap_train_00115,Ses01F_script01_1_F005,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F005.wav,79181,4.9488125,False,0.080078125
iemocap_train_00116,Ses01F_script01_1_F015,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F015.wav,71863,4.4914375,False,0.170867919921875
